deal_id,empresa_id,nome_empresa,cnpj,pipeline,etapa,vendedor_id,vendedor_nome,data_criacao,data_fechamento,dias_ciclo,vl_mrr,vl_setup,receita_total,sigla_proposta,motivo_perda,ultima_atualizacao
FDA8AEE4-3,ED136646,Almeida,05.377.351/5850-00,CORPORATE,Ganho (CORPORATE),V001,Ana Paula Ferreira,2024-09-15,2025-02-15,153.0,35385.09,92605.08,127990.17,PROP,,2024-10-20
CF6878CA-2,7FC4FB9C,Pires Cunha Ltda.,22.292.706/5379-00,MIDDLE,Proposta enviada,V008,Igor Nascimento,2024-07-03,,,0.0,0.0,0.0,PROP,,2024-08-29
DE3CD4FD-5,895AB29C,Vargas Cardoso - ME,85.646.799/7024-00,MIDDLE,Prospecção,V003,Carla Mendes,2025-03-23,,,0.0,0.0,0.0,PROP,,2025-05-16
2B51F287-6,7D31C389,Marques,97.848.018/4514-00,CORPORATE,Negociação,V002,Bruno Carvalho,2025-02-01,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-03-15
204A6905-E,43568F75,Souza,49.035.213/5680-00,CORPORATE,Negociação,V007,Helena Costa,2025-05-01,,,0.0,0.0,0.0,PROP,,2025-05-05
81BCBABC-9,D19998B0,Pereira,69.711.798/0893-00,MIDDLE,Qualificação,V003,Carla Mendes,2024-06-18,,,0.0,0.0,0.0,PROP NEOGRID,,2024-07-12
0B5EFCEC-8,E9FA9418,Brito,00.109.439/6907-00,MIDDLE,Ganho (MIDDLE),V003,Carla Mendes,2026-03-24,2026-09-11,171.0,5537.0,21704.62,27241.62,PROP PARCEIRO,,2026-05-03
48C945FD-B,E14A779C,Pinto,75.705.964/0165-00,MIDDLE,Ganho (MIDDLE),V006,Gabriel Rocha,2024-09-18,2025-02-09,144.0,8982.24,12546.47,21528.71,PROP NEOGRID,,2024-10-11
3A2B095A-0,2AF4CA37,Aparecida Dias Ltda.,34.768.701/4626-00,CORPORATE,Qualificação,V007,Helena Costa,2025-09-17,,,0.0,0.0,0.0,PROP NEOGRID,,2025-10-18
BA6D0E13-6,7E995ADB,Rocha e Filhos,14.294.019/6556-00,MIDDLE,Ganho (MIDDLE),V003,Carla Mendes,2024-12-06,2025-01-15,40.0,7158.58,8439.74,15598.32,PROP PARCEIRO,,2025-01-16
913C832B-F,4E7166BC,Freitas,32.133.480/3965-00,MIDDLE,Prospecção,V004,Diego Souza,2025-11-23,,,0.0,0.0,0.0,PROP,,2026-01-04
556216D0-A,BA97B2C4,Abreu,04.709.521/4562-00,CORPORATE,Qualificação,V005,Fernanda Lima,2026-01-07,,,0.0,0.0,0.0,PROP,,2026-02-13
8768DF54-6,8EA0B8E0,Novaes,49.027.874/2967-00,CORPORATE,Proposta enviada,V007,Helena Costa,2026-04-11,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-04-21
D9BBA0DD-4,E55120A5,Pinto,35.925.556/2588-00,CORPORATE,Proposta enviada,V001,Ana Paula Ferreira,2024-09-24,,,0.0,0.0,0.0,PROP,,2024-10-27
4873B484-D,8D725814,Moura,28.733.427/0866-00,MIDDLE,Proposta enviada,V003,Carla Mendes,2024-06-25,,,0.0,0.0,0.0,PROP,,2024-07-23
F20C2D09-E,D1DFBA49,Gomes Marques Ltda.,83.982.258/7139-00,MIDDLE,Ganho (MIDDLE),V004,Diego Souza,2025-09-21,2026-01-09,110.0,9411.74,24249.25,33660.99,PROP,,2025-10-30
66545E07-E,CADD2414,Cardoso,37.367.850/8214-00,MIDDLE,Prospecção,V006,Gabriel Rocha,2025-01-24,,,0.0,0.0,0.0,PROP NEOGRID,,2025-02-17
AC77F694-6,84D3FBF9,Rios,89.517.187/0262-00,CORPORATE,Prospecção,V002,Bruno Carvalho,2024-11-14,,,0.0,0.0,0.0,PROP NEOGRID,,2025-01-05
8FE8FE65-8,098EC135,Pastor Pacheco S.A.,62.890.233/0307-00,CORPORATE,Proposta enviada,V002,Bruno Carvalho,2025-01-01,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-02-02
12F9685B-1,CC0D7F59,Ribeiro S.A.,32.871.012/2691-00,CORPORATE,Prospecção,V002,Bruno Carvalho,2024-08-24,,,0.0,0.0,0.0,PROP PARCEIRO,,2024-10-04
F7D0FB97-C,3E6D8016,Cassiano da Conceição - ME,48.217.594/6474-00,MIDDLE,Proposta enviada,V006,Gabriel Rocha,2026-03-20,,,0.0,0.0,0.0,PROP NEOGRID,,2026-05-09
8CE0F2A8-8,3FFBACD2,Barbosa,58.692.322/6025-00,MIDDLE,Qualificação,V003,Carla Mendes,2025-02-22,,,0.0,0.0,0.0,PROP,,2025-04-21
96C93E72-6,FED99D3B,da Paz Fogaça S/A,83.806.578/7598-00,CORPORATE,Prospecção,V007,Helena Costa,2025-08-13,,,0.0,0.0,0.0,PROP,,2025-09-18
EB19CA98-8,033C492A,Peixoto,24.103.865/7191-00,CORPORATE,Qualificação,V007,Helena Costa,2024-07-02,,,0.0,0.0,0.0,PROP NEOGRID,,2024-07-25
6730164B-9,F8E3E9C3,Santos Castro Ltda.,92.755.719/2856-00,CORPORATE,Prospecção,V005,Fernanda Lima,2025-08-09,,,0.0,0.0,0.0,PROP NEOGRID,,2025-09-17
2E5E39F7-A,7A81C4E3,Cardoso Garcia - EI,86.805.891/1352-00,MIDDLE,Perdido,V008,Igor Nascimento,2025-10-07,2026-01-25,110.0,0.0,0.0,0.0,PROP,Sem budget,2025-11-11
9E0544DB-2,6FEED30D,Câmara,93.796.603/3419-00,MIDDLE,Prospecção,V006,Gabriel Rocha,2024-09-19,,,0.0,0.0,0.0,PROP PARCEIRO,,2024-09-27
86968C21-A,BB80B671,da Paz,58.929.750/0170-00,CORPORATE,Negociação,V007,Helena Costa,2025-11-19,,,0.0,0.0,0.0,PROP NEOGRID,,2026-01-09
B3CF59F6-E,944574C6,Barbosa,93.756.798/2507-00,CORPORATE,Prospecção,V001,Ana Paula Ferreira,2026-01-30,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-02-26
3D7E95F5-B,3BD985B4,Azevedo Ltda.,22.332.061/6329-00,CORPORATE,Prospecção,V002,Bruno Carvalho,2025-04-19,,,0.0,0.0,0.0,PROP NEOGRID,,2025-06-17
5CE71CD8-1,3D311D83,Jesus Rezende S.A.,44.736.471/0276-00,MIDDLE,Proposta enviada,V006,Gabriel Rocha,2024-08-30,,,0.0,0.0,0.0,PROP,,2024-10-09
7B55661A-D,358F2450,Ribeiro S/A,95.342.836/4408-00,MIDDLE,Qualificação,V004,Diego Souza,2024-06-30,,,0.0,0.0,0.0,PROP,,2024-07-02
A3E2AE88-8,7F35200B,Vargas,02.606.474/6872-00,CORPORATE,Proposta enviada,V001,Ana Paula Ferreira,2025-04-30,,,0.0,0.0,0.0,PROP,,2025-05-05
56C19569-B,65DFF55B,Cardoso Viana - EI,86.863.375/2431-00,MIDDLE,Negociação,V006,Gabriel Rocha,2024-06-17,,,0.0,0.0,0.0,PROP PARCEIRO,,2024-06-17
C376D4D4-4,7D31C389,Marques,97.848.018/4514-00,CORPORATE,Ganho (CORPORATE),V005,Fernanda Lima,2024-10-08,2025-03-11,154.0,31107.14,144860.27,175967.41,PROP NEOGRID,,2024-10-22
0AE94639-1,0567375A,Vasconcelos Moreira - ME,81.685.054/2357-00,CORPORATE,Qualificação,V007,Helena Costa,2024-09-22,,,0.0,0.0,0.0,PROP PARCEIRO,,2024-09-28
A214DB71-E,136ABA6F,Aragão S.A.,44.472.126/4647-00,CORPORATE,Qualificação,V005,Fernanda Lima,2026-01-04,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-02-25
CDFFCE32-4,E087B7FC,Rocha,47.055.169/4097-00,MIDDLE,Proposta enviada,V008,Igor Nascimento,2024-10-04,,,0.0,0.0,0.0,PROP NEOGRID,,2024-11-22
8DEE7E86-A,FE660962,Fonseca Freitas Ltda.,66.711.684/5775-00,MIDDLE,Proposta enviada,V003,Carla Mendes,2024-12-26,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-02-14
0D072566-B,7E995ADB,Rocha e Filhos,14.294.019/6556-00,CORPORATE,Proposta enviada,V002,Bruno Carvalho,2025-06-14,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-06-14
87045D8A-5,71168C7F,Camargo S/A,98.776.945/3147-00,MIDDLE,Prospecção,V003,Carla Mendes,2025-03-21,,,0.0,0.0,0.0,PROP,,2025-04-25
3162DBCD-F,E087B7FC,Rocha,47.055.169/4097-00,CORPORATE,Qualificação,V005,Fernanda Lima,2025-09-22,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-11-04
0668A604-5,71168C7F,Camargo S/A,98.776.945/3147-00,CORPORATE,Qualificação,V002,Bruno Carvalho,2025-09-05,,,0.0,0.0,0.0,PROP,,2025-09-19
319DD3BE-6,E21D20A5,Teixeira e Filhos,68.733.950/0479-00,CORPORATE,Ganho (CORPORATE),V005,Fernanda Lima,2025-11-25,2025-12-27,32.0,13990.89,20988.26,34979.15,PROP PARCEIRO,,2025-12-26
27822B07-8,179A419C,Peixoto Garcia S.A.,96.565.234/1389-00,CORPORATE,Negociação,V001,Ana Paula Ferreira,2024-12-26,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-02-19
B310D628-3,653DA870,Pires Brito e Filhos,24.041.574/7338-00,MIDDLE,Qualificação,V006,Gabriel Rocha,2025-03-22,,,0.0,0.0,0.0,PROP,,2025-04-24
B2570FE0-9,43FD42EB,Abreu S.A.,39.828.073/7416-00,MIDDLE,Qualificação,V003,Carla Mendes,2024-12-05,,,0.0,0.0,0.0,PROP,,2025-01-03
5D750CF1-7,3F824596,Moura,26.547.935/6465-00,CORPORATE,Proposta enviada,V007,Helena Costa,2025-06-14,,,0.0,0.0,0.0,PROP,,2025-07-08
35C7F0A2-8,21F9BF28,da Cruz S.A.,16.934.060/8835-00,CORPORATE,Qualificação,V005,Fernanda Lima,2025-10-24,,,0.0,0.0,0.0,PROP NEOGRID,,2025-12-02
1924B60E-7,64B10843,Pacheco Ltda.,42.199.330/8330-00,MIDDLE,Qualificação,V008,Igor Nascimento,2025-02-23,,,0.0,0.0,0.0,PROP NEOGRID,,2025-03-18
2BAFDB85-F,F40C38B0,Cassiano Novaes e Filhos,93.759.738/3206-00,MIDDLE,Prospecção,V004,Diego Souza,2024-09-25,,,0.0,0.0,0.0,PROP,,2024-11-16
12083C1C-A,634848EC,da Rosa,34.944.665/7437-00,CORPORATE,Negociação,V002,Bruno Carvalho,2024-10-12,,,0.0,0.0,0.0,PROP,,2024-12-02
3D7F9812-8,BA97B2C4,Abreu,04.709.521/4562-00,CORPORATE,Qualificação,V001,Ana Paula Ferreira,2025-11-04,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-12-07
48744CA7-B,9DAB14E0,Silveira Macedo S/A,94.043.898/3640-00,MIDDLE,Negociação,V006,Gabriel Rocha,2025-08-20,,,0.0,0.0,0.0,PROP NEOGRID,,2025-08-26
3CF2BEFA-B,3F5B5AAB,Campos Costa S.A.,58.693.806/8687-00,CORPORATE,Prospecção,V005,Fernanda Lima,2025-01-01,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-01-22
